ID,Language,Reason,EN_disfluent,Text
sw2008_A_19,IT,missing_underscores,"I've recently, _um_, tried to update my wardrobe, trying to put suits together that I can interchange, the, jackets and the blouses and all that a lot.","Ho recentemente, um, provato ad aggiornare il mio guardaroba, cercando di mettere insieme completi che posso combinare tra loro, le giacche e le camicette e tutto quanto un sacco."
sw2008_A_19,ZH,missing_underscores,"I've recently, _um_, tried to update my wardrobe, trying to put suits together that I can interchange, the, jackets and the blouses and all that a lot.",我最近，嗯，试着更新我的衣橱，试着把可以互相搭配的套装组合起来，那些，外套和衬衫之类的，很多。
sw2008_B_48,AR,missing_underscores,"In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.",في الحقيقة، لقد اشتريت للتو، لقد حصلت للتو على طقم ملابس جديد كهدية، وهو عبارة عن تنورة قصيرة، كما تعلمون، إنها شورت لكنها تبدو كالتنورة.
sw2008_B_48,CS,missing_underscores,"In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.","Ve skutečnosti jsem si právě koupil nový outfit jako dárek, ehm, je to jeden z těch skortů, víš, jsou to šortky, ale vypadají jako sukně."
sw2008_B_48,IT,missing_underscores,"In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.","In realtà, io appena comprato, io, ho appena ricevuto un nuovo outfit in regalo che, um, è uno di quei skort, sai, que-, sono shorts ma sembrano una gonna."
sw2008_B_48,ZH,missing_underscores,"In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.",其实，我刚刚买了，我，我刚收到一套新的衣服作为礼物，嗯，它是那种短裙裤，你知道，呃，它是短裤，但看起来像裙子。
sw2008_B_62,AR,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ So, I'm, _you_ _know_, _like_ right now, today was in about _, _ _you_ _know_ _, _ the fifties.",أجل. لذا، كما تعلم، مثل الآن، اليوم كانت درجة الحرارة حوالي الخمسينيات.
sw2008_B_62,CS,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ So, I'm, _you_ _know_, _like_ right now, today was in about _, _ _you_ _know_ _, _ the fifties.","Jo. Jo. Takže teď, víš, je to asi, víš, v padesátých letech."
sw2008_B_62,ZH,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ So, I'm, _you_ _know_, _like_ right now, today was in about _, _ _you_ _know_ _, _ the fifties.",是啊。是啊。所以，我，你知道，就像现在，今天大约是，你知道，五十年代。
sw2008_A_75,AR,missing_underscores,"This is pretty _un-_ _, _ unseasonal, but, _uh_, at least, we, _you_ _know_ _, _ _it_ _, _ _it_ _, _ it feels good, it gets, _uh_, everybody doesn't have cabin fever today. It's nice to get, out and about.",هذا ليس وقتاً مناسباً، لكن على الأقل، كما تعلمون، نشعر بالراحة، فالجميع لا يعاني من ضيق المنزل اليوم. من الجميل الخروج والتجول.
sw2008_A_75,CS,missing_underscores,"This is pretty _un-_ _, _ unseasonal, but, _uh_, at least, we, _you_ _know_ _, _ _it_ _, _ _it_ _, _ it feels good, it gets, _uh_, everybody doesn't have cabin fever today. It's nice to get, out and about.","Tohle je docela ne-, nečasové, ale, ehm, alespoň my, víš, to, to se cítí dobře, to dostává, ehm, všichni dnes nemají kabinskou horečku. Je hezké vyjít ven a pohybovat se."
sw2008_A_75,ZH,missing_underscores,"This is pretty _un-_ _, _ unseasonal, but, _uh_, at least, we, _you_ _know_ _, _ _it_ _, _ _it_ _, _ it feels good, it gets, _uh_, everybody doesn't have cabin fever today. It's nice to get, out and about.",这真的很不——不合季节，但是，呃，至少，我们，你知道，它，它，它感觉很好，呃，每个人今天都没有宅在家里的烦躁。出去走走真好。
sw2010_B_22,AR,missing_underscores,"I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.",أوافق على ذلك. لاحظتُ أمس في الصحيفة أن الفيلم رُشِّح لاثنتي عشرة جائزة، وكان جميع النقاد في البداية يقولون إنه لن يحقق أي نجاح، وأنه سيكون فاشلاً. لذا، فقد فاجأ الجميع.
sw2010_B_22,ES,long_disfluency,"I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.","Estoy de acuerdo con eso. Um, yo ,  noté ayer en el periódico, algo decía que, creo que ha sido nominada para doce premios y ,  y todos los críticos inicialmente dijeron que ,  tú sabes,  no iba a llegar a ningún lado, que iba a ser un fracaso. Entonces, ello ,  ha sorprendido a todo el mundo."
sw2010_B_22,IT,missing_underscores,"I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.","Sono d’accordo con quello. Um, io, ho notato ieri sul giornale, qualcosa diceva che, credo sia stato nominato per dodici premi e, e tutti i critici inizialmente dicevano che, sai, non sarebbe andato da nessuna parte, che sarebbe stato solo un flop. Quindi, lo, lo, ha sorpreso tutti."
sw2010_B_22,ZH,missing_underscores,"I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.",我同意。嗯，我，我昨天在报纸上注意到，有人说它，我想它被提名了十二个奖项，而且，而且所有评论家最初都说，你知道，它不会有什么进展，它只是会失败。所以，它，它让所有人都感到惊讶。
sw2010_A_23,AR,missing_underscores,"_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.",حسناً، الأمر المثير للاهتمام هو أنني سمعت ذلك من قبل، وأميل، على ما أعتقد، إلى المبالغة في ردة فعلي عندما يخبرني أحدهم أن الأمر رائعٌ إلى هذا الحد. والحقيقة أنه كان كذلك، فقد كانت قصة جيدة.
sw2010_A_23,CS,long_disfluency,"_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.","No, zajímavá věc byla ta, že jsem to slyšel, a já , já ,  mám tendenci , já , myslím ,  občas přehánět, když mi někdo říká, že je to skvělé. A ,  a to bylo ,  věc je, to bylo ,  to byl dobrý příběh."
sw2010_A_23,ES,long_disfluency,"_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.","Bueno, lo interesante fue es que había oído eso, y yo ,  yo ,  tiendo a ,  yo pienso,  sobre-reaccionar ocasionalmente cuando alguien me dice que es tan genial. Y ,  y ello fue,  la cosa es, ello fue,  fue una buena historia."
sw2010_A_23,ZH,missing_underscores,"_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.",嗯，有趣的事情是是我听说过，然后我，我，我倾向于，我觉得，偶尔会过度反应，当有人告诉我它那么棒的时候。而，而且它是，是，问题是，它是，是，它是一个好故事。
sw2010_B_38,AR,missing_underscores,"It's suspenseful. I don't think it's very t-, _I_ _mean_ _, _ there's not really any, _uh_, blood and guts in it or anything like that. _It_ _'s_ _, _ it's more suspense. _Um_, the other one, SILENCE OF THE LAMBS, is kind of _a_ _, _ a gory movie, _if_ _, _ if somebody's not into that kind of stuff. _It_ _'s_ _, _ it's pretty graphic at points. But, _uh_, I think they're both excellent movies.","إنه فيلم مليء بالتشويق. لا أعتقد أنه مليء بالدماء والأحشاء أو ما شابه، بل هو فيلم مليء بالإثارة والتشويق. أما الفيلم الآخر، ""صمت الحملان""، فهو فيلم دموي نوعًا ما، لمن لا يفضل هذا النوع من الأفلام. يحتوي على مشاهد عنيفة في بعض الأحيان، لكنني أعتقد أنهما فيلمان ممتازان."
sw2010_B_38,ES,long_disfluency,"It's suspenseful. I don't think it's very t-, _I_ _mean_ _, _ there's not really any, _uh_, blood and guts in it or anything like that. _It_ _'s_ _, _ it's more suspense. _Um_, the other one, SILENCE OF THE LAMBS, is kind of _a_ _, _ a gory movie, _if_ _, _ if somebody's not into that kind of stuff. _It_ _'s_ _, _ it's pretty graphic at points. But, _uh_, I think they're both excellent movies.","Es de suspenso. No creo que sea muy sangrienta-, quiero decir,  no hay realmente ninguna, uh, sangre y tripas ni nada de eso. Es ,  es más suspenso. Um, la otra, EL SILENCIO DE LOS INOCENTES, es un poco una ,  una película gore, si ,  si a alguien no le gusta ese tipo de cosas. Es ,  es bastante gráfica en partes. Pero, uh, creo que ambas son películas excelentes."
sw2010_B_38,IT,missing_underscores,"It's suspenseful. I don't think it's very t-, _I_ _mean_ _, _ there's not really any, _uh_, blood and guts in it or anything like that. _It_ _'s_ _, _ it's more suspense. _Um_, the other one, SILENCE OF THE LAMBS, is kind of _a_ _, _ a gory movie, _if_ _, _ if somebody's not into that kind of stuff. _It_ _'s_ _, _ it's pretty graphic at points. But, _uh_, I think they're both excellent movies.","È suspense. Non penso sia molto t-, voglio dire, non c’è proprio, uh, sangue e budella o roba del genere. È, è più suspense. Um, l’altro, IL SILENZIO DEGLI INNOCENTI, è un po’ un, un film splatter, se, se qualcuno non è portato per quel genere di cose. È, è abbastanza grafico in certi punti. Però, uh, penso che siano entrambi film eccellenti."
sw2010_B_38,ZH,missing_underscores,"It's suspenseful. I don't think it's very t-, _I_ _mean_ _, _ there's not really any, _uh_, blood and guts in it or anything like that. _It_ _'s_ _, _ it's more suspense. _Um_, the other one, SILENCE OF THE LAMBS, is kind of _a_ _, _ a gory movie, _if_ _, _ if somebody's not into that kind of stuff. _It_ _'s_ _, _ it's pretty graphic at points. But, _uh_, I think they're both excellent movies.",它很悬疑。我觉得它不太，我的意思是，没有真正的，呃，血腥或者什么之类的。它是，它是更多悬疑。嗯，另一个，《沉默的羔羊》，有点，是，一部血腥电影，如果，如果有人不喜欢那种东西。它是，它是某些地方相当真实。不过，呃，我觉得它们都是很棒的电影。
sw2010_B_50,AR,missing_underscores,"_I_ _think_ _that_ _, _ I think he really, his heart was in it, but _I_ _, _ I don't think he really knew it was going to be as big as it was. I think it was something that he really wanted to do. He wanted to direct it, he wanted _to_ _, _ to star in it. _You_ _know_ _, _ _he_ _, _ he enjoyed the story line and I think _he_ _just_ _really_ _w-_ _, _ he really wanted it. And _whether_ _it_ _, _ whether it won all kinds of awards or whether it just was okay at the box office, I think he would have been happy. Because _I_ _think_ _that_ _, _ I think he did a good job _and_ _, _ _and_ the self-satisfaction he got out of it is much greater than any awards that they can give him.",أعتقد أنه كان شغوفًا بالمشروع، لكنه لم يكن يتوقع أن يحقق كل هذا النجاح. أعتقد أنه كان مشروعًا يرغب بشدة في تنفيذه، أراد إخراجه وبطولته. لقد استمتع بقصة الفيلم، وكان مصممًا على إنجازه. وسواء حصد الفيلم جوائز عديدة أو حقق نجاحًا متوسطًا في شباك التذاكر، أعتقد أنه كان سيسعد بذلك. لأنه، في رأيي، قدم أداءً جيدًا، وشعوره بالرضا عن نفسه يفوق أي جوائز قد يحصل عليها.
sw2010_B_50,CS,long_disfluency,"_I_ _think_ _that_ _, _ I think he really, his heart was in it, but _I_ _, _ I don't think he really knew it was going to be as big as it was. I think it was something that he really wanted to do. He wanted to direct it, he wanted _to_ _, _ to star in it. _You_ _know_ _, _ _he_ _, _ he enjoyed the story line and I think _he_ _just_ _really_ _w-_ _, _ he really wanted it. And _whether_ _it_ _, _ whether it won all kinds of awards or whether it just was okay at the box office, I think he would have been happy. Because _I_ _think_ _that_ _, _ I think he did a good job _and_ _, _ _and_ the self-satisfaction he got out of it is much greater than any awards that they can give him.","Myslím, že opravdu, jeho srdce v tom bylo, ale já nemyslím, že skutečně věděl, že to bude tak velké, jaké to bylo. Myslím, že to bylo něco, co opravdu chtěl udělat. Chtěl to režírovat, chtěl v tom hrát hlavní roli. Víš , on , on si užíval příběh a já myslím, že on opravdu chtěl to. A ať už , ať získal všechny druhy ocenění nebo ať to jen bylo v pořádku na kinech, myslím, že by byl šťastný. Protože myslím, že on odvedl dobrou práci a , a sebeuspokojení, které z toho získal, je mnohem větší než jakákoli ocenění, která mu mohou dát."
sw2010_B_50,ZH,missing_underscores,"_I_ _think_ _that_ _, _ I think he really, his heart was in it, but _I_ _, _ I don't think he really knew it was going to be as big as it was. I think it was something that he really wanted to do. He wanted to direct it, he wanted _to_ _, _ to star in it. _You_ _know_ _, _ _he_ _, _ he enjoyed the story line and I think _he_ _just_ _really_ _w-_ _, _ he really wanted it. And _whether_ _it_ _, _ whether it won all kinds of awards or whether it just was okay at the box office, I think he would have been happy. Because _I_ _think_ _that_ _, _ I think he did a good job _and_ _, _ _and_ the self-satisfaction he got out of it is much greater than any awards that they can give him.",我觉得那个，我觉得他真的，他全心投入了，但我，我觉得他并不真的知道它会有多大。我觉得那是他真的想做的事情。他想导演它，他想出演它。你知道，他，他喜欢这个故事情节，我觉得他真的很想要它。而且，无论它是否赢得各种奖项，或者它在票房上只是一般，我觉得他都会开心。因为我觉得那个，我觉得他做得很好，而且，而且他从中得到的自我满足感，比他们能给他的任何奖项都要大得多。
sw2012_A_15,AR,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.",أعتقد أنهم يستغلون أدب الناس الفطري على الهاتف، حتى مع وجود جهاز الرد الآلي. أجد الناس يتصرفون بلطف وينتظرون انتهاء الجهاز من كلامه، ثم يشعرون بأنهم ملزمون بالرد رغم عدم وجود شخص حقيقي على الخط.
sw2012_A_15,CS,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.","Myslím, že využívají vrozené zdvořilosti lidí na telefonu, dokonce i u strojového hovoru. Zjišťuji, že lidé jsou tak trochu zdvořilí a čekají, až zařízení dokončí, co má říct, a pak se cítí zavázáni odpovědět, i když tam ve skutečnosti není žádná osoba."
sw2012_A_15,ES,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.","Creo que se aprovechan de la, um, cortesía inherente de la gente por teléfono incluso con la máquina. Encuentro que la gente es algo educada y espera a que termine lo que tiene que decir, y luego sienten la obligación de responder aunque ni siquiera hay una persona ahí."
sw2012_A_15,FR,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.","Je pense qu’ils profitent de la politesse inhérente des gens, euh, au téléphone, même avec la machine. Je trouve que les gens sont plutôt polis et attendent qu’elle finisse ce qu’elle a à dire, et ensuite ils ressentent une obligation de répondre même s’il n’y a même pas une personne en face."
sw2012_A_15,IT,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.","Penso che sfruttino la, um, innata cortesia delle persone al telefono anche con la macchina. Trovo che le persone siano un po’ educate e aspettino che finisca di dire quello che deve dire, e poi si sentono in obbligo di rispondere anche se lì non c’è nemmeno una persona."
sw2012_A_15,ZH,missing_underscores,"I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.",我觉得他们利用人们，嗯，天生在电话上的礼貌，即使面对机器。我发现人们会有点礼貌，等它把要说的说完，然后他们觉得有义务回应，尽管那里根本没有人。
sw2012_A_25,AR,missing_underscores,"_Well_, presumably those who find out such information, if they are doing it, I would prefer _to_ not to be known, and _, _ _I_ _mean_ _, _ _you_ _know_ _, _ the classic, _oh_ _, _ _I_ _do_ _n't_ _know_ C I A conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than _to_ _, _ _to_ _, _ to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country.",حسنًا، من المفترض أن أولئك الذين يحصلون على هذه المعلومات، إن كانوا يفعلون ذلك، أفضل ألا يُعرف أمرهم، وأعني، كما تعلمون، النظريات الكلاسيكية، مثل نظريات المؤامرة حول وكالة المخابرات المركزية أو ما شابه، تفترض أن جهات كهذه تحاول فعل ذلك دون علمك. لذا، هناك أمور تنتهك هذا النوع الثاني من الخصوصية حيث تعلم بها، وربما أمور أخرى تنتهك هذا النوع الثاني من الخصوصية دون علمك، ولا يمكنني الحديث عن النوع الثاني إلا لتجنب إثارة الشكوك. إنه مجرد تخمين، وأود أن أعتقد أن احتمالية حدوثه منخفضة جدًا، على الأقل في هذا البلد.
sw2012_A_25,CS,long_disfluency,"_Well_, presumably those who find out such information, if they are doing it, I would prefer _to_ not to be known, and _, _ _I_ _mean_ _, _ _you_ _know_ _, _ the classic, _oh_ _, _ _I_ _do_ _n't_ _know_ C I A conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than _to_ _, _ _to_ _, _ to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country.","Tak, zřejmě ti, kteří zjistí takové informace, pokud je získávají, by raději zůstaly neznámé, a , já myslím, vy víte, klasické, ach, já nevím o konspiračních teoriích CIA nebo čemkoli, by takové strany chtěly dělat bez vašeho vědomí. Takže existují věci, které narušují ten druhý typ soukromí, kde víte o nich a možná i věci, které narušují ten druhý typ soukromí bez vašeho vědomí, a nemůžu mluvit o tom druhém jinak než to, to, generovat paranoiu. Je to domněnka a rád bych si myslel, že je to docela nízké, alespoň v této zemi."
sw2012_A_25,ZH,missing_underscores,"_Well_, presumably those who find out such information, if they are doing it, I would prefer _to_ not to be known, and _, _ _I_ _mean_ _, _ _you_ _know_ _, _ the classic, _oh_ _, _ _I_ _do_ _n't_ _know_ C I A conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than _to_ _, _ _to_ _, _ to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country.",嗯，推测起来，那些发现这类信息的人，如果他们在这么做的话，我更希望不被知道，而且，我的意思是，你知道，经典的，哦，我不知道，中情局阴谋论之类的说法，会有那样的一些人试图在你不知情的情况下这么做。所以，有一些事情侵犯的是那第二种你知道它们存在的隐私，还有可能有一些事情在你不知道的情况下侵犯那第二种隐私，而关于第二种我没法说什么，除了，去，去，引发偏执。这只是一个推测，而且，我愿意认为那种情况相当少，至少在这个国家是这样。
sw2012_B_40,AR,missing_underscores,"_Um_, _the_ _, _ the other side of that might be _if_ _, _ if someone found out something or surmised something that weren't true then I would feel probably more invaded in the gossipy sort of sense.",حسنًا، الجانب الآخر من ذلك قد يكون إذا اكتشف أحدهم شيئًا أو استنتج شيئًا غير صحيح، فحينها سأشعر على الأرجح بمزيد من التطفل بمعنى النميمة.
sw2012_B_40,ZH,missing_underscores,"_Um_, _the_ _, _ the other side of that might be _if_ _, _ if someone found out something or surmised something that weren't true then I would feel probably more invaded in the gossipy sort of sense.",嗯，那件事的，另一面可能是，如果，如果有人发现了什么或者猜测了什么而那些并不是真的，那么我可能会在那种流言蜚语的意义上感到更加被侵犯。
sw2012_B_50,AR,missing_underscores,"But then if it turns out to generate incorrect things, that's even worse _so_ _, _ or if my call rate _of_ _, _ of eight _t-_ _, _ or so a week went up even higher because, _uh_, someone _had_ _, _ had,",لكن إذا تبين أنه يولد أشياء غير صحيحة، فسيكون ذلك أسوأ، أو إذا ارتفع معدل مكالماتي من ثمانية أو نحو ذلك في الأسبوع إلى مستوى أعلى لأن، همم، شخص ما فعل ذلك.
sw2012_B_50,IT,missing_underscores,"But then if it turns out to generate incorrect things, that's even worse _so_ _, _ or if my call rate _of_ _, _ of eight _t-_ _, _ or so a week went up even higher because, _uh_, someone _had_ _, _ had,","Ma poi se si scopre che genera cose sbagliate, quello è ancora peggio quindi, o se il mio tasso di chiamate di, di otto t-, o giù di lì a settimana salisse ancora di più perché, uh, qualcuno aveva, aveva"
sw2012_B_50,ZH,missing_underscores,"But then if it turns out to generate incorrect things, that's even worse _so_ _, _ or if my call rate _of_ _, _ of eight _t-_ _, _ or so a week went up even higher because, _uh_, someone _had_ _, _ had,","但是如果结果产生了不正确的事情，那就更糟了，所以，或者如果我的通话次数，从，每周八次，或左右，变得更高，因为，呃，有人曾，经，曾经，

"
sw2012_A_61,AR,missing_underscores,"_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.",أجل. وإحدى مشاكل قاعدة بيانات لوتس كانت، كما تعلم، عدم وجود ضوابط على من سيحصل على تلك المعلومات. يعني، قالوا إنهم سيمنحونها لشركات مختارة فقط، لكن كما تعلم، تمامًا كما تُمنح البرامج للعملاء فقط، لا يُعقل ذلك.
sw2012_A_61,CS,long_disfluency,"_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.","Jo. And, um, jeden z problémů s databází Lotus byl, um, že to byl nekontrolovaný přístup k tomu, kdo by měl ty informace. I mean ,  řekli, že by ji poskytli pouze vybraným společnostem but, um, you know,  prostě jako software je poskytován pouze zákazníkům, I mean ,  nemůžete tomu uvěřit."
sw2012_A_61,ES,long_disfluency,"_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.","Sí .  Y, um, uno de los problemas con la base de datos de Lotus era, um, que era acceso no controlado a quién tendría esa información. Quiero decir,  decían que la darían solo a compañías selectas pero, um ,  tú sabes,  igual que el software solo se da a clientes, quiero decir,  no puedes creer eso."
sw2012_A_61,IT,missing_underscores,"_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.","Sì. E, um, uno dei problemi con il database Lotus era, um, che c’era accesso incontrollato a chi avrebbe avuto quelle informazioni. Voglio dire, dicevano che l’avrebbero dato solo a aziende selezionate ma, um, sai, proprio come il software viene dato solo ai clienti, voglio dire, non ci si può credere."
sw2012_A_61,ZH,missing_underscores,"_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.",是啊。而且，嗯，莲花数据库的问题之一是，嗯，谁可以获得那些信息没有受到控制。我的意思是，他们说他们只会把它提供给一些被挑选的公司，但是，嗯，你知道，就像软件只提供给客户一样，我的意思是，你不能相信那种说法。
sw2012_A_63,AR,missing_underscores,"_It_ _would_ _, _ it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering _, _ _you_ _know_ _, _ full cash price, for it.",سيكون مقرصناً ولن يكلفوا أنفسهم عناء التحقق من ذلك بعناية على أي حال لشخص يعرض عليك الآن السعر النقدي الكامل مقابل ذلك.
sw2012_A_63,CS,long_disfluency,"_It_ _would_ _, _ it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering _, _ _you_ _know_ _, _ full cash price, for it.","
Bylo by to pirátské a stejně by se nikdo neobtěžoval to pečlivě kontrolovat u někoho, kdo nabízí, víš, plnou hotovostní cenu za to."
sw2012_A_63,ZH,missing_underscores,"_It_ _would_ _, _ it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering _, _ _you_ _know_ _, _ full cash price, for it.",它会，它会被盗版，而且他们无论如何也不会那么仔细地去检查，给某个愿意，你知道，为它支付全额现金价格的人。
sw2012_A_65,AR,missing_underscores,"_I_ _mean_ _, _ _you_ _know_ _, _ you can't tell it, what a company really has to do with it and there's something rather ominous about having virtually anyone, any hacker being able to know what your income is, what your spending habits are, _and_ _, _ _you_ _know_ _, _ _and_ _, _ and that hacker just has to get _in_ _to_ _, _ in touch with the sneak thief and suddenly _and_ _then_ what started as an invasion of privacy can be an invasion of your actual home.",أعني، كما تعلم، لا يمكنك معرفة ما علاقة الشركة بالأمر حقًا، وهناك شيء ينذر بالسوء في أن يكون أي شخص تقريبًا، ومخترق، قادرًا على معرفة دخلك وعادات إنفاقك، كما تعلم، كل ما على هذا المخترق فعله هو التواصل مع اللص المتسلل، وفجأة، ما بدأ كانتهاك للخصوصية يمكن أن يتحول إلى انتهاك لمنزلك الفعلي.
sw2012_A_65,ZH,missing_underscores,"_I_ _mean_ _, _ _you_ _know_ _, _ you can't tell it, what a company really has to do with it and there's something rather ominous about having virtually anyone, any hacker being able to know what your income is, what your spending habits are, _and_ _, _ _you_ _know_ _, _ _and_ _, _ and that hacker just has to get _in_ _to_ _, _ in touch with the sneak thief and suddenly _and_ _then_ what started as an invasion of privacy can be an invasion of your actual home.",我的意思是，你知道，你没法分辨它，一个公司到底和这有什么关系，而且有点不祥的是，几乎任何人，任何黑客，都能够知道你的收入是多少，你的消费习惯是什么，而且，你知道，而且，而且那个黑客只需要和那个偷偷摸摸的小偷取得联系，突然，然后，原本只是对隐私的侵犯，就可能变成对你真实住所的侵犯。
sw2012_A_71,AR,missing_underscores,"_Uh-huh_ _. _ I also thought about it, _was_ _of_ _, _ _uh_, waiting to talk to you that, another thing that occurred to me is there is not so much invasion of my privacy because I know how to behave such that there isn't. But I realized I have to behave in a certain way in order to not have people invade my privacy. If I deviate from social norms of behavior, if I run up and down the street yelling or something, someone's going to invade my privacy very quickly.",أجل. فكرتُ في الأمر أيضًا، وكنتُ أنتظر التحدث إليكِ، لكن خطر لي أمرٌ آخر، وهو أن خصوصيتي ليست منتهكة بالقدر الذي أتصوره، لأني أعرف كيف أتصرف بطريقة تمنع ذلك. لكنني أدركتُ أن عليّ أن أتصرف بطريقة معينة حتى لا ينتهك الناس خصوصيتي. فإذا خالفتُ الأعراف الاجتماعية، كأن أركض جيئة وذهابًا في الشارع أصرخ أو ما شابه، فسوف ينتهك أحدهم خصوصيتي بسرعة.
